physics_frame,physics_time_s,physics_dt_s,command_index,nominal_command_time_s,scheduler_phase_error_s,cycle,segment,target_arm_q,left_q,left_qd,right_q,right_qd,left_ee_position_world_m,left_ee_orientation_world_wxyz,contacts
703,11.733333333333333,0.016666666666666666,585,11.7,0.016666666666667496,1,cycle_01_sleep_to_home,"[0.0,-1.007228970527649,1.1819276809692383,0.0,-0.37140563130378723,0.0]","[1.3989817489346024e-05,-1.0078779458999634,1.1836789846420288,0.0007124244584701955,-0.366035521030426,7.739075044810306e-06,7.904024528215814e-07,0.022365804761648178,-0.02264939807355404]","[8.509859071637038e-06,-0.03319709748029709,-0.14394508302211761,-0.0029641087166965008,-0.06707456707954407,-3.983707574661821e-05,2.1186319827393163e-06,8.318728532685782e-07,-1.9844452481265762e-07]","[3.4609554859343916e-05,-0.9598913192749023,1.1624653339385986,0.0022777572739869356,-0.29125866293907166,-0.00013035631855018437,4.137561518291477e-06,0.021815940737724304,-0.020515618845820427]","[-0.00010436479351483285,0.06041662395000458,-0.22438709437847137,-0.0036743779201060534,-0.0203586146235466,-0.0001773765543475747,8.053639248828404e-06,4.577635081659537e-06,-1.3646764500663267e-06]","[-0.32756924629211426,-0.0190157238394022,0.3182273805141449]","[0.9954796979147913,0.00034784343555850004,-0.09497390340691096,-8.784119165925897e-05]",[]
704,11.75,0.016666666666666666,586,11.72,0.013333333333331865,1,cycle_01_sleep_to_home,"[0.0,-1.0038554668426514,1.1803613901138306,0.0,-0.36630523204803467,0.0]","[1.5298996004275978e-05,-1.000781774520874,1.1796475648880005,0.0006931154639460146,-0.36097952723503113,8.25531424197834e-06,7.666067745049077e-07,0.02236548811197281,-0.02264971099793911]","[-0.00011108181206509471,0.3313778042793274,-0.36676889657974243,0.0038310533855110407,0.25741657614707947,-0.00032310967799276114,1.6817282812553458e-05,6.97349059919361e-06,-1.8738869584922213e-06]","[3.461078813415952e-05,-0.9598903059959412,1.1624640226364136,0.0022777626290917397,-0.2912571132183075,-0.00013034610310569406,4.1370835788256954e-06,0.021815938875079155,-0.020515933632850647]","[-0.00010438309254823253,0.060678478330373764,-0.22455807030200958,-0.0036743413656949997,-0.020373452454805374,-0.00017743714852258563,8.057124432525598e-06,4.578758307616226e-06,-1.365221123705851e-06]","[-0.3261275291442871,-0.01901479810476303,0.31833526492118835]","[0.995857134435721,0.00033892320079128977,-0.09093099482607057,-8.428807270967649e-05]",[]
705,11.766666666666667,0.016666666666666666,587,11.74,0.009999999999999787,1,cycle_01_sleep_to_home,"[0.0,-1.0004819631576538,1.1787952184677124,0.0,-0.3612048327922821,0.0]","[1.4125705092737917e-05,-1.0003212690353394,1.1800400018692017,0.000701301556546241,-0.3560732305049896,7.919509698695038e-06,7.879912118369248e-07,0.022365223616361618,-0.022649990394711494]","[-5.680949107045308e-05,-0.001051334897056222,-0.045807838439941406,-0.0025573945604264736,-0.03657500818371773,-0.00016432322445325553,8.605507900938392e-06,3.4874606171797495e-06,-1.0811502306751208e-06]","[3.461015148786828e-05,-0.9598912596702576,1.1624653339385986,0.0022777458652853966,-0.2912586033344269,-0.00013033584400545806,4.136607458349317e-06,0.021815937012434006,-0.020516246557235718]","[-0.00010436688899062574,0.06041645258665085,-0.2243857979774475,-0.0036744133103638887,-0.020359275862574577,-0.0001773650583345443,8.053753845160827e-06,4.57750866189599e-06,-1.3646484831042471e-06]","[-0.3260039687156677,-0.01901497319340706,0.317789763212204]","[0.9961148410634302,0.00034287946724783394,-0.08806303731319395,-8.547527820447364e-05]",[]
706,11.783333333333333,0.016666666666666666,588,11.76,0.006666666666667709,1,cycle_01_sleep_to_home,"[0.0,-0.9971084594726562,1.1772289276123047,0.0,-0.35610440373420715,0.0]","[1.5464398529729806e-05,-0.9946204423904419,1.1773289442062378,0.0007207008311524987,-0.3475501239299774,8.611630619270727e-06,7.557387107226532e-07,0.022364895790815353,-0.02265031822025776]","[-0.0002158245915779844,0.30919161438941956,-0.32147157192230225,0.006460538133978844,0.2095978856086731,-0.0004777236608788371,2.500335540389642e-05,-3.199149796273559e-05,-3.089271194767207e-05]","[3.461141750449315e-05,-0.9598903059959412,1.1624640226364136,0.0022777551785111427,-0.29125702381134033,-0.00013032552669756114,4.1361581679666415e-06,0.021815935149788857,-0.02051655948162079]","[-0.00010438254685141146,0.06067713722586632,-0.22456017136573792,-0.0036744228564202785,-0.020374324172735214,-0.00017743247735779732,8.05790568847442e-06,4.5782171582686715e-06,-1.3645845911014476e-06]","[-0.3248162865638733,-0.01901482790708542,0.31736886501312256]","[0.996605260555224,0.0003527906259569466,-0.08232753324872798,-8.626475443710568e-05]",[]
707,11.8,0.016666666666666666,589,11.78,0.0033333333333338544,1,cycle_01_sleep_to_home,"[0.0,-0.9937349557876587,1.175662636756897,0.0,-0.3510040044784546,0.0]","[1.4349594493978657e-05,-0.9930291771888733,1.1767650842666626,0.0007729767239652574,-0.3449106514453888,8.0556892498862e-06,7.884966635174351e-07,0.02236461639404297,-0.02265060506761074]","[-7.819687016308308e-05,-0.005512473173439503,-0.15392360091209412,-0.002109986264258623,-0.0545835867524147,-0.00032941254903562367,1.6723357475711964e-05,7.274262316059321e-06,-2.1239873149170307e-06]","[3.46107772202231e-05,-0.9598913192749023,1.1624653339385986,0.0022777379490435123,-0.29125863313674927,-0.0001303149911109358,4.135701146879001e-06,0.021815933287143707,-0.02051686868071556]","[-0.00010436739103170112,0.06041653826832771,-0.22438757121562958,-0.0036744417157024145,-0.020358650013804436,-0.00017734835273586214,8.053920282691251e-06,4.5774841055390425e-06,-1.3646061916006147e-06]","[-0.3244912326335907,-0.019016079604625702,0.31716188788414]","[0.9967545230151775,0.0003777612455990509,-0.08050012068591159,-9.335299216285285e-05]",[]
708,11.816666666666666,0.016666666666666666,590,11.8,0.0,1,cycle_01_sleep_to_home,"[0.0,-0.9903614521026611,1.1740963459014893,0.0,-0.345903605222702,0.0]","[1.5427613107021898e-05,-0.9883490800857544,1.1741070747375488,0.0007706820033490658,-0.34062057733535767,8.47025694383774e-06,7.715094056948146e-07,0.02236429788172245,-0.022650927305221558]","[-9.346255683340132e-05,0.2672491669654846,-0.2911817729473114,0.004074043594300747,0.01082700677216053,-0.0002482146956026554,1.2351922123343684e-05,5.091428192827152e-06,-1.4177169305185089e-06]","[3.461199958110228e-05,-0.9598903059959412,1.1624640226364136,0.002277742838487029,-0.29125717282295227,-0.00013030519767198712,4.1352286643814296e-06,0.021815931424498558,-0.02051718160510063]","[-0.00010438429308123887,0.06067826971411705,-0.22455845773220062,-0.003674447303637862,-0.02037324570119381,-0.00017746110097505152,8.057662853389047e-06,4.578342668537516e-06,-1.3651404060510686e-06]","[-0.3235306441783905,-0.019015656784176826,0.3171524405479431]","[0.9970036202879837,0.00037698454106846176,-0.0773539301997161,-9.218441956740817e-05]",[]
709,11.833333333333334,0.016666666666666666,590,11.8,0.01666666666666572,1,cycle_01_sleep_to_home,"[0.0,-0.9903614521026611,1.1740963459014893,0.0,-0.345903605222702,0.0]","[1.4502404155791737e-05,-0.9910735487937927,1.175901174545288,0.0008054564823396504,-0.34041327238082886,7.969481885083951e-06,8.007419864952681e-07,0.022364050149917603,-0.022651180624961853]","[8.709243047633208e-06,-0.030406272038817406,-0.14742456376552582,-0.0033674007281661034,-0.06836946308612823,-3.8551119359908625e-05,1.951348849615897e-06,7.89533999068226e-07,-1.8511101984586276e-07]","[3.4611359296832234e-05,-0.9598913192749023,1.1624653339385986,0.002277726074680686,-0.2912586033344269,-0.0001302945165662095,4.134778009756701e-06,0.02181592956185341,-0.020517490804195404]","[-0.00010436770389787853,0.06041695177555084,-0.22438518702983856,-0.003674509469419718,-0.0203589778393507,-0.00017733854474499822,8.054475983954035e-06,4.576942956191488e-06,-1.3645789067595615e-06]","[-0.32407137751579285,-0.01901652291417122,0.3168823719024658]","[0.9969755872087962,0.00039353413033180613,-0.07771431174433108,-9.690546525730857e-05]",[]
710,11.85,0.016666666666666666,591,11.82,0.013333333333333641,1,cycle_01_sleep_to_home,"[0.0,-0.9869879484176636,1.172530174255371,0.0,-0.34080320596694946,0.0]","[1.5788325981702656e-05,-0.983830988407135,1.1718159914016724,0.0007847942761145532,-0.3353540599346161,8.52557332109427e-06,7.762913014630612e-07,0.022363722324371338,-0.02265150472521782]","[-0.00011948228348046541,0.3169730305671692,-0.35609951615333557,0.004381778184324503,0.2420671135187149,-0.00035002591903321445,1.726034861349035e-05,7.087945050443523e-06,-2.0256434254406486e-06]","[3.4612596209626645e-05,-0.9598903059959412,1.1624640226364136,0.002277734223753214,-0.2912570834159851,-0.0001302842574659735,4.134328719374025e-06,0.02181592769920826,-0.020517803728580475]","[-0.00010438734898343682,0.06067835912108421,-0.22455887496471405,-0.0036744121462106705,-0.02037389948964119,-0.00017743752687238157,8.058850653469563e-06,4.578313564707059e-06,-1.364961804029008e-06]","[-0.32260367274284363,-0.019015628844499588,0.3169609308242798]","[0.9972864410446186,0.00038401041867149196,-0.07361792128812827,-9.33261579038687e-05]",[]
711,11.866666666666667,0.016666666666666666,592,11.84,0.009999999999999787,1,cycle_01_sleep_to_home,"[0.0,-0.983614444732666,1.1709638833999634,0.0,-0.3357028067111969,0.0]","[1.4622238268202636e-05,-0.9835150241851807,1.1722443103790283,0.0007934719906188548,-0.3305168151855469,8.163277016137727e-06,7.979975293892494e-07,0.02236345037817955,-0.0226517915725708]","[-6.85111663187854e-05,-0.0010553571628406644,-0.05056609585881233,-0.002851172350347042,-0.03527519851922989,-0.00017414218746125698,8.66017671796726e-06,3.486252808215795e-06,-1.142630367212405e-06]","[3.461196683929302e-05,-0.9598913192749023,1.1624653339385986,0.0022777176927775145,-0.2912585735321045,-0.00013027428940404207,4.133862603339367e-06,0.02181592583656311,-0.020518112927675247]","[-0.00010436918091727421,0.060416243970394135,-0.22438645362854004,-0.0036745197139680386,-0.02035902440547943,-0.000177384092239663,8.054787940636743e-06,4.577192157739773e-06,-1.3642561498272698e-06]","[-0.3225210905075073,-0.019015727564692497,0.3164249360561371]","[0.9974880075438297,0.0003881342763627431,-0.07083442161716773,-9.41922784985746e-05]",[]
712,11.883333333333333,0.016666666666666666,593,11.86,0.006666666666667709,1,cycle_01_sleep_to_home,"[0.0,-0.9802409410476685,1.1693975925445557,0.0,-0.33060240745544434,0.0]","[1.5961322787916288e-05,-0.9776884913444519,1.1695038080215454,0.0008141968864947557,-0.32206347584724426,8.881376743374858e-06,7.662148391318624e-07,0.022363103926181793,-0.022652138024568558]","[-0.00022249462199397385,0.30085593461990356,-0.31025630235671997,0.007291868794709444,0.19247649610042572,-0.0004923789529129863,2.4418470275122672e-05,-2.81386382994242e-05,-2.7407897505327128e-05]","[3.4613196476129815e-05,-0.9598903059959412,1.1624640226364136,0.002277725376188755,-0.29125717282295227,-0.00013026398664806038,4.133391030336497e-06,0.02181592397391796,-0.02051842398941517]","[-0.00010438772005727515,0.060678448528051376,-0.22455967962741852,-0.00367446755990386,-0.02037341147661209,-0.00017744310025591403,8.057307240960654e-06,4.5783490350004286e-06,-1.3646833849634277e-06]","[-0.3213260769844055,-0.019015520811080933,0.31597763299942017]","[0.997880091169715,0.0003987867424575388,-0.06507807289328922,-9.510389739609174e-05]",[]
713,11.9,0.016666666666666666,594,11.88,0.003333333333332078,1,cycle_01_sleep_to_home,"[0.0,-0.9768674969673157,1.167831301689148,0.0,-0.3255020081996918,0.0]","[1.4830151485512033e-05,-0.9762248992919922,1.1689811944961548,0.0008725774241611362,-0.3191945552825928,8.287974196719006e-06,7.992096016096184e-07,0.02236281707882881,-0.022652434185147285]","[-8.13471560832113e-05,-0.005351985804736614,-0.15226362645626068,-0.002340716775506735,-0.05942044407129288,-0.00033094955142587423,1.5964931662892923e-05,6.792780368414242e-06,-2.1366149667301215e-06]","[3.461255255388096e-05,-0.9598913192749023,1.1624653339385986,0.0022777081467211246,-0.29125866293907166,-0.00013025381485931575,4.132914455112768e-06,0.021815922111272812,-0.02051873318850994]","[-0.00010436764569021761,0.06041649356484413,-0.22438491880893707,-0.0036746112164109945,-0.0203588604927063,-0.00017736502923071384,8.053593774093315e-06,4.576484570861794e-06,-1.3643052625411656e-06]","[-0.32102811336517334,-0.019016824662685394,0.3157520592212677]","[0.9980022400555553,0.000426752564276419,-0.06317702249071915,-0.000102740205806278]",[]
714,11.916666666666666,0.016666666666666666,595,11.9,0.0,1,cycle_01_sleep_to_home,"[0.0,-0.9734939932823181,1.1662650108337402,0.0,-0.3204016089439392,0.0]","[1.5906698536127806e-05,-0.9714164733886719,1.1663110256195068,0.0008715373114682734,-0.314989298582077,8.722783604753204e-06,7.821905114724359e-07,0.022362487390637398,-0.02265276573598385]","[-0.00010066269896924496,0.25967976450920105,-0.2885549068450928,0.004674352239817381,0.010281272232532501,-0.00026937981601804495,1.2709203474514652e-05,5.185885129321832e-06,-1.5363701777459937e-06]","[3.461378946667537e-05,-0.9598903059959412,1.1624640226364136,0.0022777162957936525,-0.2912570536136627,-0.00013024354120716453,4.132467438466847e-06,0.021815920248627663,-0.020519042387604713]","[-0.0001043882075464353,0.06067907437682152,-0.2245582789182663,-0.003674504579976201,-0.020373843610286713,-0.0001774509291863069,8.058226740104146e-06,4.5780689106322825e-06,-1.364881313747901e-06]","[-0.32004955410957336,-0.019016364589333534,0.3157157003879547]","[0.998197603590213,0.00042664262670177915,-0.060011264428452636,-0.00010151119917556149]",[]
715,11.933333333333334,0.016666666666666666,595,11.9,0.01666666666666572,1,cycle_01_sleep_to_home,"[0.0,-0.9734939932823181,1.1662650108337402,0.0,-0.3204016089439392,0.0]","[1.4960681255615782e-05,-0.9742570519447327,1.1681021451950073,0.000910713046323508,-0.314776211977005,8.179810720321257e-06,8.120249503917876e-07,0.022362226620316505,-0.02265303209424019]","[8.085821718850639e-06,-0.03139948844909668,-0.14952623844146729,-0.003797031007707119,-0.07255400717258453,-3.8696511182934046e-05,1.8709666846916662e-06,7.805952009221073e-07,-1.8168321958000888e-07]","[3.461315282038413e-05,-0.9598912596702576,1.1624653339385986,0.002277699066326022,-0.2912585437297821,-0.0001302335731452331,4.132013145863311e-06,0.021815916523337364,-0.020519351586699486]","[-0.00010437163291499019,0.060415711253881454,-0.22438648343086243,-0.0036745783872902393,-0.02035931870341301,-0.00017738508176989853,8.054636055021547e-06,4.576396349875722e-06,-1.3646356364915846e-06]","[-0.320615291595459,-0.01901736482977867,0.31547343730926514]","[0.9981724100358841,0.0004453696801045211,-0.06042871917257264,-0.00010671534703134615]",[]
716,11.95,0.016666666666666666,596,11.92,0.013333333333333641,1,cycle_01_sleep_to_home,"[0.0,-0.9701204895973206,1.164698839187622,0.0,-0.31530120968818665,0.0]","[1.62421911227284e-05,-0.9668995141983032,1.1640009880065918,0.0008877509390003979,-0.3098467290401459,8.75851128512295e-06,7.878214773882064e-07,0.022361895069479942,-0.02265336364507675]","[-0.00012315824278630316,0.3078062832355499,-0.3458838164806366,0.004891336429864168,0.21880009770393372,-0.0003644504176918417,1.7020485756802373e-05,6.877699433971429e-06,-2.126155777659733e-06]","[3.461439337115735e-05,-0.9598903059959412,1.1624640226364136,0.002277707913890481,-0.2912571430206299,-0.00013022356142755598,4.131570221943548e-06,0.021815912798047066,-0.020519660785794258]","[-0.00010438718891236931,0.06067723408341408,-0.2245611995458603,-0.0036746622063219547,-0.020373908802866936,-0.00017744737851899117,8.057888408075087e-06,4.5770393626298755e-06,-1.3648332242155448e-06]","[-0.3191302716732025,-0.01901635341346264,0.31552204489707947]","[0.9984113811171118,0.00043463897339459956,-0.05634283061455752,-0.00010287430876110143]",[]
717,11.966666666666667,0.016666666666666666,597,11.94,0.009999999999999787,1,cycle_01_sleep_to_home,"[0.0,-0.966746985912323,1.1631325483322144,0.0,-0.3102008104324341,0.0]","[1.5064271792653017e-05,-0.9666433930397034,1.1644374132156372,0.000896307872608304,-0.30500558018684387,8.376962796319276e-06,8.09412370017526e-07,0.022361617535352707,-0.02265365608036518]","[-7.301756704691797e-05,-0.001056336099281907,-0.052964091300964355,-0.0031893302220851183,-0.03511267900466919,-0.0001831723056966439,8.659020750201307e-06,3.4602849154907744e-06,-1.1937713679799344e-06]","[3.461377491476014e-05,-0.9598913192749023,1.1624653339385986,0.0022776888217777014,-0.29125869274139404,-0.0001302129530813545,4.131110017624451e-06,0.021815909072756767,-0.02051996998488903]","[-0.0001043684605974704,0.06041687726974487,-0.22438575327396393,-0.0036747315898537636,-0.020358597859740257,-0.0001773446856532246,8.054921636357903e-06,4.575736966216937e-06,-1.3643236798088765e-06]","[-0.319072425365448,-0.019016457721590996,0.31498926877975464]","[0.998563453903977,0.0004387852385553756,-0.05358008259770812,-0.0001036518070504212]",[]
718,11.983333333333333,0.016666666666666666,598,11.96,0.0066666666666659324,1,cycle_01_sleep_to_home,"[0.0,-0.9633734822273254,1.1615662574768066,0.0,-0.3051004111766815,0.0]","[1.63918812177144e-05,-0.9608005881309509,1.16170072555542,0.0009195602033287287,-0.296451210975647,9.122947631112766e-06,7.778772896926966e-07,0.022361263632774353,-0.022654011845588684]","[-0.00023188264458440244,0.28822651505470276,-0.29594677686691284,0.008338510058820248,0.16859866678714752,-0.0005027194856666028,2.368812420172617e-05,-2.6714398700278252e-05,-2.6365218218415976e-05]","[3.461499363766052e-05,-0.9598903059959412,1.1624640226364136,0.0022776960395276546,-0.2912570834159851,-0.00013020278129260987,4.130644811084494e-06,0.02181590534746647,-0.020520279183983803]","[-0.00010438856406835839,0.06067875400185585,-0.22455772757530212,-0.0036746403202414513,-0.02037365920841694,-0.0001774532865965739,8.058012099354528e-06,4.577568688546307e-06,-1.3643380043504294e-06]","[-0.3178888261318207,-0.019016128033399582,0.3145079016685486]","[0.9988588609748238,0.0004506465616755715,-0.04775732241239602,-0.00010452632569938143]",[]
719,12.0,0.016666666666666666,599,11.98,0.003333333333332078,1,cycle_01_sleep_to_home,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.5268800780177116e-05,-0.9593881368637085,1.161187767982483,0.0009857283439487219,-0.29352954030036926,8.496016562276054e-06,8.108558517960773e-07,0.022360973060131073,-0.02265431359410286]","[-9.152628626907244e-05,-0.0036897745449095964,-0.15631571412086487,-0.0024875858798623085,-0.061139512807130814,-0.0003524397034198046,1.617686211830005e-05,6.793412012484623e-06,-2.2661140519630862e-06]","[3.4614346077432856e-05,-0.9598912596702576,1.1624653339385986,0.0022776792757213116,-0.2912585735321045,-0.00013019255129620433,4.130194611207116e-06,0.02181590162217617,-0.020520588383078575]","[-0.00010437289893161505,0.060416195541620255,-0.2243862748146057,-0.003674667328596115,-0.02035924792289734,-0.00017736940935719758,8.05552008387167e-06,4.576080755214207e-06,-1.364342210763425e-06]","[-0.3176061511039734,-0.019017471000552177,0.31427711248397827]","[0.9989482661189649,0.00048259649031284015,-0.04584883842411372,-0.00011284370026567778]",[]
720,12.016666666666667,0.016666666666666666,600,12.0,0.0,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.5868881746428087e-05,-0.960134744644165,1.1615647077560425,0.0010292339138686657,-0.29456615447998047,8.45963313622633e-06,8.162423341673275e-07,0.02236073650419712,-0.022654544562101364]","[-0.0001402337511535734,0.09607397019863129,-0.2913579046726227,-0.0026213922537863255,-0.030162734910845757,-0.0002602289605420083,1.1983122931269463e-05,4.9591308197705075e-06,-1.5692882016082876e-06]","[3.4615597542142496e-05,-0.9598903059959412,1.1624640226364136,0.0022776885889470577,-0.2912570536136627,-0.00013018242316320539,4.129754415771458e-06,0.021815897896885872,-0.020520897582173347]","[-0.00010438836761750281,0.060677070170640945,-0.2245607078075409,-0.0036747255362570286,-0.020374128594994545,-0.0001774463598849252,8.059236279223114e-06,4.5768274503643624e-06,-1.3647753576151445e-06]","[-0.31775781512260437,-0.01901833899319172,0.3143254816532135]","[0.9989157676407803,0.0005035736083935679,-0.046551279854878704,-0.00011796662397084354]",[]
721,12.033333333333333,0.016666666666666666,600,12.0,0.016666666666667496,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.568584229971748e-05,-0.9599246978759766,1.160876750946045,0.0010271338978782296,-0.295407772064209,8.340967724507209e-06,8.24834046397882e-07,0.022360485047101974,-0.022654792293906212]","[-7.601385732414201e-05,0.03219740092754364,-0.2288094311952591,-0.004568830598145723,-0.022387439385056496,-0.00011590593203436583,5.1723982323892415e-06,2.073314817607752e-06,-7.858142794248124e-07]","[3.461496453383006e-05,-0.9598913192749023,1.1624653339385986,0.0022776699624955654,-0.29125866293907166,-0.00013017203309573233,4.129293301957659e-06,0.021815894171595573,-0.02052120678126812]","[-0.00010437101445859298,0.06041665002703667,-0.22438709437847137,-0.003674785839393735,-0.020358633249998093,-0.00017736120207700878,8.05419676908059e-06,4.575728780764621e-06,-1.364331183140166e-06]","[-0.3176913857460022,-0.019018394872546196,0.31460198760032654]","[0.9988848432428618,0.0005025323844678308,-0.04721020504355748,-0.00011807045067260701]",[]
722,12.05,0.016666666666666666,601,12.02,0.013333333333333641,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.5970135791576467e-05,-0.9599713683128357,1.161256194114685,0.0010159675730392337,-0.2961193919181824,8.453059308521915e-06,8.222400538215879e-07,0.022360242903232574,-0.022655030712485313]","[-0.00011695090506691486,0.0811462327837944,-0.20841951668262482,-0.00330436322838068,-0.015727678313851357,-0.0002085577289108187,9.576462616678327e-06,3.809608415394905e-06,-1.3935537026554812e-06]","[3.461619417066686e-05,-0.9598903059959412,1.1624640226364136,0.002277676947414875,-0.2912571132183075,-0.00013016197772230953,4.128855835006107e-06,0.021815890446305275,-0.020521515980362892]","[-0.0001043894371832721,0.06067855283617973,-0.22455810010433197,-0.0036747041158378124,-0.020373381674289703,-0.00017745522200129926,8.059467290877365e-06,4.577204890665598e-06,-1.364920080959564e-06]","[-0.31772416830062866,-0.019018175080418587,0.31452062726020813]","[0.9988758843887537,0.0004970822933188337,-0.04739943948225998,-0.00011675849565914468]",[]
723,12.066666666666666,0.016666666666666666,602,12.04,0.010000000000001563,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.5995339708752e-05,-0.959929883480072,1.1613014936447144,0.0010348764481022954,-0.2949022352695465,8.465074643027037e-06,8.237749398176675e-07,0.02235998958349228,-0.02265528216958046]","[-0.00012611612328328192,0.055063098669052124,-0.21105408668518066,-0.0030932254157960415,-0.027089498937129974,-0.00023484358098357916,1.0807394573930651e-05,4.510395683610113e-06,-1.394129981235892e-06]","[3.4615572076290846e-05,-0.9598912596702576,1.1624653339385986,0.0022776592522859573,-0.2912586033344269,-0.00013015176227781922,4.128386535739992e-06,0.021815886721014977,-0.020521825179457664]","[-0.00010437330638524145,0.06041640415787697,-0.22438590228557587,-0.0036747914273291826,-0.020359240472316742,-0.0001773777330527082,8.054944373725448e-06,4.57529222330777e-06,-1.364554236715776e-06]","[-0.31771165132522583,-0.01901845447719097,0.31441327929496765]","[0.9989065707002529,0.0005063414783184819,-0.046748181876728745,-0.00011883344760138646]",[]
724,12.083333333333334,0.016666666666666666,603,12.06,0.0066666666666659324,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.612798405403737e-05,-0.9599372148513794,1.1613068580627441,0.0010536358458921313,-0.29527077078819275,8.446698302577715e-06,8.265868700618739e-07,0.022359739989042282,-0.022655528038740158]","[-0.0001224977895617485,0.06343378871679306,-0.2433280646800995,-0.0032061676029115915,-0.023639755323529243,-0.00022564265236724168,1.0351707715017255e-05,4.277592324797297e-06,-1.3722973335461575e-06]","[3.461681626504287e-05,-0.9598903059959412,1.1624640226364136,0.0022776678670197725,-0.29125702381134033,-0.00013014169235248119,4.127944066567579e-06,0.021815882995724678,-0.020522134378552437]","[-0.00010438952449476346,0.0606771744787693,-0.2245601862668991,-0.0036747977137565613,-0.020374352112412453,-0.000177454887307249,8.05946456239326e-06,4.576701030600816e-06,-1.364652234769892e-06]","[-0.3177156448364258,-0.019018905237317085,0.31443825364112854]","[0.9988978867772691,0.0005153809471795691,-0.04693326645394072,-0.00012113772649242762]",[]
725,12.1,0.016666666666666666,604,12.08,0.0033333333333338544,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.613557105883956e-05,-0.9599603414535522,1.1611496210098267,0.0010559308575466275,-0.29580461978912354,8.406630513491109e-06,8.300733043142827e-07,0.022359486669301987,-0.022655775770545006]","[-9.955729910871014e-05,0.0521358847618103,-0.23082803189754486,-0.0038559080567210913,-0.018679019063711166,-0.00017004756955429912,7.742972229607403e-06,3.1519944059255067e-06,-1.0956990763588692e-06]","[3.4616186894709244e-05,-0.9598913192749023,1.1624653339385986,0.002277650870382786,-0.29125863313674927,-0.00013013172429054976,4.127481133764377e-06,0.02181587927043438,-0.02052244171500206]","[-0.00010437421587994322,0.060416486114263535,-0.2243875414133072,-0.0036748365964740515,-0.020358579233288765,-0.00017738714814186096,8.054942554736044e-06,4.575455932354089e-06,-1.364660761282721e-06]","[-0.31771454215049744,-0.01901894062757492,0.31453585624694824]","[0.9988810649353823,0.0005164649525456312,-0.04728992082889141,-0.00012151340057380454]",[]
726,12.116666666666667,0.016666666666666666,605,12.1,0.0,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.6241141565842554e-05,-0.9599571824073792,1.161215901374817,0.001052437350153923,-0.2960183620452881,8.435739800916053e-06,8.300745548694977e-07,0.02235923334956169,-0.022656023502349854]","[-0.00010735754040069878,0.06734048575162888,-0.21958625316619873,-0.0036077466793358326,-0.01668698713183403,-0.000187828263733536,8.595199687988497e-06,3.4788151879183715e-06,-1.2183530770926154e-06]","[3.461740925558843e-05,-0.9598903059959412,1.1624640226364136,0.0022776571568101645,-0.29125717282295227,-0.00013012150884605944,4.127020474697929e-06,0.02181587554514408,-0.020522750914096832]","[-0.00010439199104439467,0.06067833676934242,-0.22455865144729614,-0.003674783743917942,-0.020373135805130005,-0.00017746133380569518,8.058334060478956e-06,4.576678293233272e-06,-1.3639929647979443e-06]","[-0.3177189230918884,-0.019018877297639847,0.3145260810852051]","[0.9988776500680404,0.0005147252812400741,-0.04736201626802321,-0.00012110929585049933]",[]
727,12.133333333333333,0.016666666666666666,605,12.1,0.016666666666667496,1,cycle_01_home_hold,"[0.0,-0.9599999785423279,1.159999966621399,0.0,-0.30000001192092896,0.0]","[1.627072379051242e-05,-0.9599414467811584,1.1612422466278076,0.0010583823313936591,-0.29543471336364746,8.447741493000649e-06,8.306554377668363e-07,0.022358981892466545,-0.02265627309679985]","[-0.00011150961654493585,0.060044270008802414,-0.2154754400253296,-0.0034981663338840008,-0.022130979225039482,-0.00019883341155946255,9.112939551414456e-06,3.748837571038166e-06,-1.237136302734143e-06]","[3.4616761695360765e-05,-0.9598913192749023,1.1624653339385986,0.0022776394616812468,-0.2912586033344269,-0.00013011136616114527,4.126575731788762e-06,0.021815871819853783,-0.020523058250546455]","[-0.00010437309538247064,0.06041676923632622,-0.22438502311706543,-0.0036749064456671476,-0.020358990877866745,-0.00017737851885613054,8.05576655693585e-06,4.575145794660784e-06,-1.364119725622004e-06]","[-0.31771397590637207,-0.019018998369574547,0.31447359919548035]","[0.9988924178992191,0.0005176924825572714,-0.04704949111355716,-0.00012183554735022024]",[]
